node_1|node_2|edge|chunk_id
chấm dứt hợp đồng lao động|người sử dụng lao động|người sử dụng lao động thay đổi cơ cấu, công nghệ hoặc vì lý do kinh tế|63963ea82ee543f6b20d6d2ada6389a9
chấm dứt hợp đồng lao động|thiên tai, hỏa hoạn, địch họa hoặc dịch bệnh nguy hiểm|do thiên tai, hỏa hoạn, địch họa hoặc dịch bệnh nguy hiểm|63963ea82ee543f6b20d6d2ada6389a9
tiền lương|bảo hiểm xã hội|Tiền lương và bảo hiểm xã hội đều là các quyền lợi của người lao động theo thỏa ước lao động tập thể, hợp đồng lao động được ưu tiên thanh toán trong trường hợp doanh nghiệp, hợp tác xã bị chấm dứt hoạt động, bị giải thể, phá sản|d4bc49e8dae14b8dbf46697688b80f0f
bảo hiểm xã hội|bảo hiểm y tế|Bảo hiểm xã hội và bảo hiểm y tế đều là các quyền lợi của người lao động theo thỏa ước lao động tập thể, hợp đồng lao động được ưu tiên thanh toán trong trường hợp doanh nghiệp, hợp tác xã bị chấm dứt hoạt động, bị giải thể, phá sản|d4bc49e8dae14b8dbf46697688b80f0f
bảo hiểm xã hội|bảo hiểm thất nghiệp|Bảo hiểm xã hội và bảo hiểm thất nghiệp đều được người sử dụng lao động có trách nhiệm hoàn thành thủ tục xác nhận thời gian đóng bảo hiểm xã hội, bảo hiểm thất nghiệp|d4bc49e8dae14b8dbf46697688b80f0f
bảo hiểm thất nghiệp|trợ cấp thôi việc|Bảo hiểm thất nghiệp và trợ cấp thôi việc đều là các quyền lợi của người lao động theo thỏa ước lao động tập thể, hợp đồng lao động được ưu tiên thanh toán trong trường hợp doanh nghiệp, hợp tác xã bị chấm dứt hoạt động, bị giải thể, phá sản|d4bc49e8dae14b8dbf46697688b80f0f
người sử dụng lao động|bảo hiểm xã hội|Người sử dụng lao động có trách nhiệm hoàn thành thủ tục xác nhận thời gian đóng bảo hiểm xã hội|d4bc49e8dae14b8dbf46697688b80f0f
người sử dụng lao động|bảo hiểm thất nghiệp|Người sử dụng lao động có trách nhiệm hoàn thành thủ tục xác nhận thời gian đóng bảo hiểm thất nghiệp|d4bc49e8dae14b8dbf46697688b80f0f
người sử dụng lao động|trợ cấp thôi việc|Người sử dụng lao động có trách nhiệm hoàn thành thủ tục xác nhận thời gian đóng trợ cấp thôi việc|d4bc49e8dae14b8dbf46697688b80f0f
người sử dụng lao động|người lao động|Người sử dụng lao động có trách nhiệm cung cấp bản sao các tài liệu liên quan đến quá trình làm việc của người lao động nếu người lao động có yêu cầu|d4bc49e8dae14b8dbf46697688b80f0f
hợp đồng lao động|vô hiệu|is related to|fc99ec9eb7a443b9a37ac02ebb244036
hợp đồng lao động|điều 49|is defined by|fc99ec9eb7a443b9a37ac02ebb244036
hợp đồng lao động vô hiệu|nội dung hợp đồng lao động|hợp đồng lao động vô hiệu toàn bộ khi nội dung vi phạm pháp luật|84c6bcc82b08418db8adcf25d2d2d9f4
hợp đồng lao động vô hiệu|người giao kết hợp đồng lao động|hợp đồng vô hiệu khi người giao kết không đúng thẩm quyền|84c6bcc82b08418db8adcf25d2d2d9f4
hợp đồng lao động vô hiệu|công việc trong hợp đồng lao động|hợp đồng vô hiệu nếu công việc là công việc bị pháp luật cấm|84c6bcc82b08418db8adcf25d2d2d9f4
hợp đồng lao động|tòa án nhân dân|tòa án có quyền tuyên bố hợp đồng lao động vô hiệu|84c6bcc82b08418db8adcf25d2d2d9f4
hợp đồng lao động vô hiệu|thỏa ước lao động tập thể|giải quyết quyền, nghĩa vụ, lợi ích theo thỏa ước lao động tập thể|84c6bcc82b08418db8adcf25d2d2d9f4
hợp đồng lao động vô hiệu|pháp luật|giải quyết quyền, nghĩa vụ, lợi ích theo quy định của pháp luật|84c6bcc82b08418db8adcf25d2d2d9f4
hợp đồng lao động|hai bên|giải quyết quyền, nghĩa vụ, lợi ích theo thỏa ước lao động tập thể|84c6bcc82b08418db8adcf25d2d2d9f4
hợp đồng lao động|pháp luật về lao động|sửa đổi, bổ sung hợp đồng để phù hợp với pháp luật về lao động|84c6bcc82b08418db8adcf25d2d2d9f4
chính phủ|điều này|quy định chi tiết|4df20fa271064f4abb2ce8c97fd16aaf
chính phủ|mục 5|quy định chi tiết|4df20fa271064f4abb2ce8c97fd16aaf
chính phủ|cho thuê lại lao động|quy định|4df20fa271064f4abb2ce8c97fd16aaf
điều 52|cho thuê lại lao động|regulation|4df20fa271064f4abb2ce8c97fd16aaf
cho thuê lại lao động|người lao động|việc người lao động giao kết hợp đồng lao động với một người sử dụng lao động là doanh nghiệp cho thuê lại lao động|caff83a812954094bae773c4aaaadc41
cho thuê lại lao động|doanh nghiệp|người lao động giao kết hợp đồng lao động với một người sử dụng lao động là doanh nghiệp cho thuê lại lao động|caff83a812954094bae773c4aaaadc41
cho thuê lại lao động|hợp đồng lao động|người lao động giao kết hợp đồng lao động với một người sử dụng lao động|caff83a812954094bae773c4aaaadc41
người sử dụng lao động|cho thuê lại lao động|người lao động được chuyển sang làm việc và chịu sự điều hành của người sử dụng lao động khác mà vẫn duy trì quan hệ lao động với người sử dụng lao động đã giao kết hợp đồng lao động|caff83a812954094bae773c4aaaadc41
cho thuê lại lao động|người sử dụng lao động|người lao động được chuyển sang làm việc và chịu sự điều hành của người sử dụng lao động khác mà vẫn duy trì quan hệ lao động với người sử dụng lao động đã giao kết hợp đồng lao động|caff83a812954094bae773c4aaaadc41
cho thuê lại lao động|giấy phép hoạt động cho thuê lại lao động|hoạt động cho thuê lại lao động là ngành, nghề kinh doanh có điều kiện, chỉ được thực hiện bởi các doanh nghiệp có giấy phép hoạt động cho thuê lại lao động|caff83a812954094bae773c4aaaadc41
người lao động|thời hạn cho thuê lại lao động|đối với người lao động tối đa là 12 tháng|41272252c9974522914a7b610201667e
bên thuê lại lao động|người lao động|được sử dụng lao động thuê lại trong trường hợp sau đây|41272252c9974522914a7b610201667e
bên thuê lại lao động|người lao động|không được sử dụng lao động thuê lại trong trường hợp sau đây|41272252c9974522914a7b610201667e
bên thuê lại lao động|doanh nghiệp cho thuê lại lao động|phải ký quỹ và được cấp Giấy phép hoạt động cho thuê lại lao động|41272252c9974522914a7b610201667e
điều 54|doanh nghiệp cho thuê lại lao động|phải ký quỹ và được cấp Giấy phép hoạt động cho thuê lại lao động|41272252c9974522914a7b610201667e
điều 54|người sử dụng lao động|không được chuyển người lao động thuê lại cho người sử dụng lao động khác; không được sử dụng người lao động thuê lại được cung cấp bởi doanh nghiệp không có Giấy phép hoạt động cho thuê lại lao động|41272252c9974522914a7b610201667e
hợp đồng cho thuê lại lao động|doanh nghiệp|Hợp đồng cho thuê lại lao động cần phải được ký kết với doanh nghiệp|1f7df0f5262741519d465a159f5a8c0b
hợp đồng cho thuê lại lao động|bên thuê lại lao động|Hợp đồng cho thuê lại lao động cần phải được ký kết với bên thuê lại lao động|1f7df0f5262741519d465a159f5a8c0b
hợp đồng cho thuê lại lao động|địa điểm làm việc|Hợp đồng cho thuê lại lao động gồm nội dung về địa điểm làm việc|1f7df0f5262741519d465a159f5a8c0b
hợp đồng cho thuê lại lao động|nội dung cụ thể của công việc|Hợp đồng cho thuê lại lao động gồm nội dung cụ thể của công việc|1f7df0f5262741519d465a159f5a8c0b
hợp đồng cho thuê lại lao động|thời hạn thuê lại lao động|Hợp đồng cho thuê lại lao động gồm nội dung về thời hạn thuê lại lao động|1f7df0f5262741519d465a159f5a8c0b
hợp đồng cho thuê lại lao động|thời giờ làm việc|Hợp đồng cho thuê lại lao động gồm nội dung về thời giờ làm việc|1f7df0f5262741519d465a159f5a8c0b
hợp đồng cho thuê lại lao động|thời giờ nghỉ ngơi|Hợp đồng cho thuê lại lao động gồm nội dung về thời giờ nghỉ ngơi|1f7df0f5262741519d465a159f5a8c0b
hợp đồng cho thuê lại lao động|điều kiện an toàn, vệ sinh lao động|Hợp đồng cho thuê lại lao động gồm nội dung về điều kiện an toàn, vệ sinh lao động|1f7df0f5262741519d465a159f5a8c0b
hợp đồng cho thuê lại lao động|trách nhiệm bồi thường tai nạn lao động, bệnh nghề nghiệp|Hợp đồng cho thuê lại lao động gồm nội dung về trách nhiệm bồi thường tai nạn lao động, bệnh nghề nghiệp|1f7df0f5262741519d465a159f5a8c0b
hợp đồng cho thuê lại lao động|nghĩa vụ|Hợp đồng cho thuê lại lao động gồm nội dung về nghĩa vụ của mỗi bên đối với người lao động thuê lại|1f7df0f5262741519d465a159f5a8c0b
doanh nghiệp cho thuê lại lao động|người lao động|Doanh nghiệp cho thuê lại lao động cần đưa người lao động có trình độ phù hợp với yêu cầu và nội dung của hợp đồng lao động|1f7df0f5262741519d465a159f5a8c0b
doanh nghiệp cho thuê lại lao động|người lao động|Doanh nghiệp cho thuê lại lao động cần trả lương cho người lao động thuê lại không thấp hơn tiền lương của người lao động của bên thuê lại lao động có cùng trình độ, làm cùng công việc hoặc công việc có giá trị như nhau|1f7df0f5262741519d465a159f5a8c0b
doanh nghiệp cho thuê lại lao động|người lao động|Doanh nghiệp cho thuê lại lao động có nghĩa vụ xử lý kỷ luật lao động đối với người lao động vi phạm khi bên thuê lại lao động trả lại người lao động do vi phạm kỷ luật lao động|1f7df0f5262741519d465a159f5a8c0b
đào tạo nghề nghiệp|người lao động|Người lao động được tự do lựa chọn đào tạo nghề nghiệp, tham gia đánh giá, công nhận kỹ năng nghề quốc gia, phát triển năng lực nghề nghiệp phù hợp với nhu cầu việc làm và khả năng của mình.|15d90008c7684157b7080175ad92451f
đào tạo nghề nghiệp|nhà nước|Nhà nước có chính sách khuyến khích người sử dụng lao động có đủ điều kiện đào tạo nghề nghiệp và phát triển kỹ năng nghề cho người lao động đang làm việc cho mình và người lao động khác trong xã hội.|15d90008c7684157b7080175ad92451f
đào tạo nghề nghiệp|thành lập cơ sở giáo dục nghề nghiệp|Thành lập cơ sở giáo dục nghề nghiệp hoặc mở lớp đào tạo nghề tại nơi làm việc để đào tạo, đào tạo lại, bồi dưỡng, nâng cao trình độ, kỹ năng nghề cho người lao động.|15d90008c7684157b7080175ad92451f
đào tạo nghề nghiệp|tổ chức thi kỹ năng nghề|Tổ chức thi kỹ năng nghề cho người lao động; tham gia hội đồng kỹ năng nghề; dự báo nhu cầu và xây dựng tiêu chuẩn kỹ năng nghề; tổ chức đánh giá và công nhận kỹ năng nghề; phát triển năng lực nghề nghiệp cho người lao động.|15d90008c7684157b7080175ad92451f
đào tạo nghề nghiệp|người sử dụng lao động|Người sử dụng lao động xây dựng kế hoạch hằng năm và dành kinh phí cho việc đào tạo, bồi dưỡng, nâng cao trình độ, kỹ năng nghề, phát triển kỹ năng nghề cho người lao động đang làm việc cho mình; đào tạo cho người lao động trước khi chuyển làm nghề khác cho mình.|15d90008c7684157b7080175ad92451f
đào tạo nghề nghiệp|người học nghề|Học nghề để làm việc cho người sử dụng lao động là việc người sử dụng lao động tuyển người vào để đào tạo nghề nghiệp tại nơi làm việc.|15d90008c7684157b7080175ad92451f
đào tạo nghề nghiệp|người tập nghề|Tập nghề để làm việc cho người sử dụng lao động là việc người sử dụng lao động tuyển người vào để hướng dẫn thực hành công việc, tập làm nghề theo vị trí việc làm tại nơi làm việc.|15d90008c7684157b7080175ad92451f
người học nghề|mức lương|người học nghề được trả lương theo mức do hai bên thỏa thuận|48bec971209f434784e5cf88f6be233b
tập nghề|mức lương|người tập nghề được trả lương theo mức do hai bên thỏa thuận|48bec971209f434784e5cf88f6be233b
người học nghề|người tập nghề|người học nghề, người tập nghề trực tiếp hoặc tham gia lao động|48bec971209f434784e5cf88f6be233b
hợp đồng đào tạo nghề|hợp đồng lao động|ký kết hợp đồng lao động khi đủ các điều kiện theo quy định|48bec971209f434784e5cf88f6be233b
người sử dụng lao động|người lao động|hợp đồng đào tạo nghề giữa người sử dụng lao động, người lao động và chi phí đào tạo nghề|48bec971209f434784e5cf88f6be233b
người sử dụng lao động|người lao động|người sử dụng lao động ký kết hợp đồng đào tạo nghề|48bec971209f434784e5cf88f6be233b
hợp đồng đào tạo nghề|người lao động|hợp đồng đào tạo nghề trong trường hợp người lao động được đào tạo nâng cao trình độ, kỹ năng nghề, đào tạo lại ở trong nước hoặc nước ngoài|48bec971209f434784e5cf88f6be233b
hợp đồng đào tạo nghề|người sử dụng lao động|hợp đồng đào tạo nghề phải làm thành 02 bản, mỗi bên giữ 01 bản|48bec971209f434784e5cf88f6be233b
hợp đồng đào tạo nghề|nghề đào tạo|hợp đồng đào tạo nghề phải có nội dung về nghề đào tạo|48bec971209f434784e5cf88f6be233b
hợp đồng đào tạo nghề|địa điểm, thời gian, tiền lương|hợp đồng đào tạo nghề phải có nội dung về địa điểm, thời gian, tiền lương trong thời gian đào tạo|48bec971209f434784e5cf88f6be233b
hợp đồng đào tạo nghề|thời hạn cam kết|hợp đồng đào tạo nghề phải có nội dung về thời hạn cam kết phải làm việc sau khi được đào tạo|48bec971209f434784e5cf88f6be233b
hợp đồng đào tạo nghề|chi phí đào tạo|hợp đồng đào tạo nghề phải có nội dung về chi phí đào tạo và trách nhiệm hoàn trả chi phí đào tạo|48bec971209f434784e5cf88f6be233b
hợp đồng đào tạo nghề|trách nhiệm của người sử dụng lao động|hợp đồng đào tạo nghề phải có nội dung về trách nhiệm của người sử dụng lao động|48bec971209f434784e5cf88f6be233b
hợp đồng đào tạo nghề|trách nhiệm của người lao động|hợp đồng đào tạo nghề phải có nội dung về trách nhiệm của người lao động|48bec971209f434784e5cf88f6be233b
tổ chức đối thoại tại nơi làm việc|chia sẻ thông tin|Tổ chức đối thoại tại nơi làm việc bao gồm việc chia sẻ thông tin|f4d508cadd614fe48cdc27ccb9b20b58
tổ chức đối thoại tại nơi làm việc|tham khảo|Tổ chức đối thoại tại nơi làm việc bao gồm việc tham khảo|f4d508cadd614fe48cdc27ccb9b20b58
tổ chức đối thoại tại nơi làm việc|thảo luận|Tổ chức đối thoại tại nơi làm việc bao gồm việc thảo luận|f4d508cadd614fe48cdc27ccb9b20b58
tổ chức đối thoại tại nơi làm việc|trao đổi ý kiến|Tổ chức đối thoại tại nơi làm việc bao gồm việc trao đổi ý kiến|f4d508cadd614fe48cdc27ccb9b20b58
tổ chức đối thoại tại nơi làm việc|người sử dụng lao động|Tổ chức đối thoại tại nơi làm việc bao gồm người sử dụng lao động|f4d508cadd614fe48cdc27ccb9b20b58
tổ chức đối thoại tại nơi làm việc|tăng cường sự hiểu biết|Tổ chức đối thoại tại nơi làm việc nhằm tăng cường sự hiểu biết|f4d508cadd614fe48cdc27ccb9b20b58
tổ chức đối thoại tại nơi làm việc|hợp tác|Tổ chức đối thoại tại nơi làm việc nhằm hợp tác|f4d508cadd614fe48cdc27ccb9b20b58
tổ chức đối thoại tại nơi làm việc|giải pháp|Tổ chức đối thoại tại nơi làm việc nhằm hướng tới giải pháp|f4d508cadd614fe48cdc27ccb9b20b58
tổ chức đối thoại tại nơi làm việc|định kỳ ít nhất 01 năm một lần|Tổ chức đối thoại tại nơi làm việc phải được tổ chức định kỳ ít nhất 01 năm một lần|f4d508cadd614fe48cdc27ccb9b20b58
tổ chức đối thoại tại nơi làm việc|yêu cầu của một hoặc các bên|Tổ chức đối thoại tại nơi làm việc phải được tổ chức khi có yêu cầu của một hoặc các bên|f4d508cadd614fe48cdc27ccb9b20b58
tổ chức đối thoại tại nơi làm việc|vụ việc quy định|Tổ chức đối thoại tại nơi làm việc phải được tổ chức khi có vụ việc quy định tại điểm a khoản 1 Điều 36, các điều 42, 44, 93, 104,118 và khoản 1 Điều 128 của Bộ luật này|f4d508cadd614fe48cdc27ccb9b20b58
người sử dụng lao động|người lao động|có quan hệ lao động; thể hiện mối quan hệ giữa người sử dụng lao động và người lao động trong quy định về lao động|2f7e30730e32496dbdeaab8ab1c2815b
người sử dụng lao động|tổ chức đại diện người lao động|có quan hệ lao động; người sử dụng lao động cần tiến hành đối thoại với tổ chức đại diện người lao động theo quy định|2f7e30730e32496dbdeaab8ab1c2815b
tổ chức đại diện người lao động|người lao động|có quan hệ lao động; thể hiện mối quan hệ giữa tổ chức đại diện người lao động và người lao động trong quy định về lao động|2f7e30730e32496dbdeaab8ab1c2815b
chính phủ|việc tổ chức đối thoại và thực hiện quy chế dân chủ|quy định; Chính phủ quy định việc tổ chức đối thoại và thực hiện quy chế dân chủ ở cơ sở tại nơi làm việc|2f7e30730e32496dbdeaab8ab1c2815b
điều 63|nội dung đối thoại|Điều 63 quy định về nội dung đối thoại bắt buộc tại nơi làm việc|5e3c18facbe34d3bb341b70c25c314ac
nội dung quy định tại khoản 1 điều này|nội dung đối thoại|Các bên lựa chọn một hoặc một số nội dung để tiến hành đối thoại, ngoài nội dung quy định tại khoản 1 Điều này|5e3c18facbe34d3bb341b70c25c314ac
nội dung quy định tại khoản 1 điều này|nội dung quy định tại nơi làm việc|Các bên lựa chọn một hoặc một số nội dung để tiến hành đối thoại, ngoài nội dung quy định tại khoản 1 Điều này và tại nơi làm việc|5e3c18facbe34d3bb341b70c25c314ac
tình hình sản xuất|nội dung đối thoại|Một trong các nội dung để tiến hành đối thoại tại nơi làm việc|5e3c18facbe34d3bb341b70c25c314ac
kinh doanh|nội dung đối thoại|Một trong các nội dung để tiến hành đối thoại tại nơi làm việc|5e3c18facbe34d3bb341b70c25c314ac
người sử dụng lao động|nội dung đối thoại|Một trong các nội dung để tiến hành đối thoại tại nơi làm việc|5e3c18facbe34d3bb341b70c25c314ac
hợp đồng lao động|nội dung thương lượng tập thể|Việc thực hiện hợp đồng lao động là một trong các nội dung để tiến hành đối thoại|5e3c18facbe34d3bb341b70c25c314ac
thỏa ước lao động tập thể|nội dung thương lượng tập thể|Thỏa ước lao động tập thể là một trong các nội dung để tiến hành đối thoại|5e3c18facbe34d3bb341b70c25c314ac
nội quy lao động|nội dung thương lượng tập thể|Nội quy lao động là một trong các nội dung để tiến hành đối thoại|5e3c18facbe34d3bb341b70c25c314ac
quy chế và cam kết|nội dung thương lượng tập thể|Quy chế và cam kết là một trong các nội dung để tiến hành đối thoại|5e3c18facbe34d3bb341b70c25c314ac
thỏa thuận khác tại nơi làm việc|nội dung thương lượng tập thể|Thỏa thuận khác tại nơi làm việc là một trong các nội dung để tiến hành đối thoại|5e3c18facbe34d3bb341b70c25c314ac
mức lao động|thời giờ làm việc|Mức lao động và thời giờ làm việc đề cập đến chính sách liên quan đến thông tin lương, thù lao, bố trí thời gian làm việc của người lao động.|e591fb6b0976425fa4ca28bf046277b1
mức lao động|thời giờ nghỉ ngơi|Mức lao động, thời giờ nghỉ ngơi liên quan đến quy định về thời gian nghỉ ngơi hàng ngày, hàng tuần của người lao động.|e591fb6b0976425fa4ca28bf046277b1
mức lao động|làm thêm giờ|Mức lao động và làm thêm giờ liên quan đến chính sách về làm thêm giờ và lương thêm giờ của người lao động.|e591fb6b0976425fa4ca28bf046277b1
mức lao động|nghỉ giữa ca|Mức lao động và nghỉ giữa ca liên quan đến chính sách về thời gian nghỉ giữa ca làm việc của người lao động.|e591fb6b0976425fa4ca28bf046277b1
bảo đảm việc làm|người lao động|Bảo đảm việc làm đối với người lao động liên quan đến việc đảm bảo có việc làm ổn định cho người lao động.|e591fb6b0976425fa4ca28bf046277b1
bảo đảm an toàn, vệ sinh lao động|nội quy lao động|Bảo đảm an toàn, vệ sinh lao động và thực hiện nội quy lao động liên quan đến phạm vi bảo đảm an toàn vệ sinh lao động và việc thực hiện nội quy của người lao động.|e591fb6b0976425fa4ca28bf046277b1
điều kiện, phương tiện hoạt động|tổ chức đại diện người lao động|Điều kiện, phương tiện hoạt động của tổ chức đại diện người lao động liên quan đến điều kiện làm việc của tổ chức đại diện người lao động.|e591fb6b0976425fa4ca28bf046277b1
mối quan hệ|người sử dụng lao động|Mối quan hệ giữa người sử dụng lao động và tổ chức đại diện người lao động liên quan đến mối quan hệ lao động giữa hai bên.|e591fb6b0976425fa4ca28bf046277b1
cơ chế phòng ngừa|giải quyết tranh chấp lao động|Cơ chế, phương thức phòng ngừa, giải quyết tranh chấp lao động liên quan đến cách thức ngăn chặn và giải quyết xung đột lao động.|e591fb6b0976425fa4ca28bf046277b1
bảo đảm bình đẳng giới|bảo vệ thai sản|Bảo đảm bình đẳng giới, bảo vệ thai sản liên quan đến chính sách bảo vệ quyền lợi cho phụ nữ trong lĩnh vực lao động.|e591fb6b0976425fa4ca28bf046277b1
nghỉ hằng năm|phòng, chống bạo lực và quấy rối tình dục|Nghỉ hằng năm và phòng, chống bạo lực và quấy rối tình dục tại nơi làm việc liên quan đến chính sách nghỉ phép hằng năm và việc phòng chống bạo lực tình dục tại nơi làm việc.|e591fb6b0976425fa4ca28bf046277b1
tổ chức đại diện người lao động tại cơ sở|quyền yêu cầu thương lượng tập thể|có quyền yêu cầu thương lượng tập thể khi đạt tỷ lệ thành viên tối thiểu trên tổng số người lao động trong doanh nghiệp|64cea9c158104beeb6c3e4c279a42269
tổ chức đại diện người lao động tại cơ sở|tổ chức đại diện người lao động tại cơ sở|có nhiều tổ chức đại diện người lao động tại cơ sở đáp ứng quy định tại khoản 1 Điều này thì tổ chức có quyền yêu cầu thương lượng là tổ chức có số thành viên nhiều nhất trong doanh nghiệp. Các tổ chức đại diện người lao động tại cơ sở khác có thể tham gia thương lượng tập thể khi được tổ chức đại diện người lao động có quyền yêu cầu thương lượng tập thể đồng ý|64cea9c158104beeb6c3e4c279a42269
tổ chức đại diện người lao động tại cơ sở|tổ chức đại diện người lao động tại cơ sở|có nhiều tổ chức đại diện người lao động tại cơ sở mà không có tổ chức nào đáp ứng quy định tại khoản 1 Điều này thì các tổ chức có quyền tự nguyện kết hợp với nhau để yêu cầu thương lượng tập thể|64cea9c158104beeb6c3e4c279a42269
chính phủ|việc giải quyết tranh chấp|quy định|dd79de045f0c4839b7bc54a68b7a9d22
chính phủ|các bên liên quan|quy định|dd79de045f0c4839b7bc54a68b7a9d22
các bên liên quan|quyền thương lượng tập thể|tranh chấp|dd79de045f0c4839b7bc54a68b7a9d22
tổ chức đại diện|người tham gia|Số lượng người tham gia thương lượng tập thể của mỗi bên do các bên thỏa thuận|62efe29c84f44bbeafdc1e0d5800d089
tổ chức đại diện|thương lượng tập thể|Thành phần tham gia thương lượng tập thể của mỗi bên do bên đó quyết định|62efe29c84f44bbeafdc1e0d5800d089
người lao động|tổ chức đại diện|Điều 68 của Bộ luật này|62efe29c84f44bbeafdc1e0d5800d089
tổ chức đại diện|thương lượng tập thể|tổ chức đại diện có quyền yêu cầu thương lượng quyết định số lượng đại diện của mỗi tổ chức tham gia thương lượng|62efe29c84f44bbeafdc1e0d5800d089
người lao động|tổ chức đại diện|thỏa thuận tại khoản 2 Điều 68 của Bộ luật này|62efe29c84f44bbeafdc1e0d5800d089
tổ chức đại diện|tổ chức đại diện|thỏa thuận tại khoản 3 Điều 68 của Bộ luật này|62efe29c84f44bbeafdc1e0d5800d089
tổ chức đại diện|tổ chức|số lượng đại diện|62efe29c84f44bbeafdc1e0d5800d089
bên thương lượng tập thể|tổ chức đại diện|mời tổ chức đại diện cấp trên của mình cử người tham gia là đại diện thương lượng|62efe29c84f44bbeafdc1e0d5800d089
tổ chức đại diện|số lượng|số lượng quy định tại khoản 1 Điều này|62efe29c84f44bbeafdc1e0d5800d089
tổ chức đại diện|bên kia|đồng ý|62efe29c84f44bbeafdc1e0d5800d089
tổ chức đại diện|yêu cầu|yêu cầu thương lượng tập thể theo quy định tại Điều 68 của Bộ luật này hoặc yêu cầu của người sử dụng lao động|62efe29c84f44bbeafdc1e0d5800d089
tổ chức đại diện|bên nhận|thùng nhận được yêu cầu|62efe29c84f44bbeafdc1e0d5800d089
bên nhận|thương lượng|không được từ chối việc thương lượng|62efe29c84f44bbeafdc1e0d5800d089
bên nhận|thỏa thuận|thỏa thuận về địa điểm, thời gian bắt đầu thương lượng|62efe29c84f44bbeafdc1e0d5800d089
người sử dụng lao động|thương lượng tập thể|có trách nhiệm bố trí thời gian, địa điểm và các điều kiện cần thiết để tổ chức các phiên họp thương lượng tập thể|62efe29c84f44bbeafdc1e0d5800d089
người sử dụng lao động|thương lượng tập thể|thời gian thương lượng không được quá 30 ngày kể từ ngày nhận được yêu cầu thương lượng tập thể|62efe29c84f44bbeafdc1e0d5800d089
tổ chức đại diện|thời gian|thời gian tham gia các phiên họp thương lượng tập thể của đại diện bên người lao động được tính là thời gian làm việc có hưởng lương|62efe29c84f44bbeafdc1e0d5800d089
người lao động|tổ chức đại diện|yêu cầu của bên đại diện người lao động|62efe29c84f44bbeafdc1e0d5800d089
người sử dụng lao động|bên người sử dụng lao động|trách nhiệm cung cấp thông tin|62efe29c84f44bbeafdc1e0d5800d089
người sử dụng lao động|nội dung khác|nội dung khác liên quan trực tiếp đến nội dung thương lượng trong phạm vi doanh nghiệp|62efe29c84f44bbeafdc1e0d5800d089
người sử dụng lao động|tình hình hoạt động sản xuất|tình hình hoạt động sản xuất|62efe29c84f44bbeafdc1e0d5800d089
người sử dụng lao động|bí mật kinh doanh|kể từ ngày nhận được yêu cầu|62efe29c84f44bbeafdc1e0d5800d089
người sử dụng lao động|bí mật công nghệ|kể từ ngày nhận được yêu cầu|62efe29c84f44bbeafdc1e0d5800d089
tổ chức đại diện người lao động|cơ sở|tổ chức đại diện người lao động tại cơ sở có quyền tổ chức thảo luận, lấy ý kiến người lao động về nội dung, cách thức tiến hành và kết quả của quá trình thương lượng tập thể.|babed114cec74d5698c0be1cc7f20f2f
tổ chức đại diện người lao động|thảo luận|tổ chức đại diện người lao động tại cơ sở có quyền tổ chức thảo luận, lấy ý kiến người lao động về nội dung, cách thức tiến hành và kết quả của quá trình thương lượng tập thể.|babed114cec74d5698c0be1cc7f20f2f
tổ chức đại diện người lao động|ý kiến người lao động|tổ chức đại diện người lao động tại cơ sở có quyền tổ chức thảo luận, lấy ý kiến người lao động về nội dung, cách thức tiến hành và kết quả của quá trình thương lượng tập thể.|babed114cec74d5698c0be1cc7f20f2f
tổ chức đại diện người lao động|thương lượng tập thể|tổ chức đại diện người lao động tại cơ sở có quyền tổ chức thảo luận, lấy ý kiến người lao động về nội dung, cách thức tiến hành và kết quả của quá trình thương lượng tập thể.|babed114cec74d5698c0be1cc7f20f2f
tổ chức đại diện người lao động|người sử dụng lao động|Người sử dụng lao động không được gây khó khăn, cản trở hoặc can thiệp vào quá trình tổ chức đại diện người lao động thảo luận, lấy ý kiến người lao động.|babed114cec74d5698c0be1cc7f20f2f
tổ chức đại diện người lao động|biên bản thương lượng tập thể|Việc thương lượng tập thể phải được lập biên bản, trong đó ghi rõ nội dung đã được các bên thống nhất, nội dung còn ý kiến khác nhau. Biên bản thương lượng tập thể phải có chữ ký của đại diện các bên thương lượng và của người ghi biên bản.|babed114cec74d5698c0be1cc7f20f2f
tổ chức đại diện người lao động|công bố rộng rãi|Tổ chức đại diện người lao động tại cơ sở công bố rộng rãi, công khai biên bản thương lượng tập thể đến toàn bộ người lao động.|babed114cec74d5698c0be1cc7f20f2f
thương lượng tập thể không thành|một bên|Một bên từ chối thương lượng hoặc không tiến hành thương lượng trong thời hạn quy định tại khoản 1 Điều 70 của Bộ luật này|640e7e2399ef4b48953cddf583f2e039
thương lượng tập thể không thành|các bên|Đã hết thời hạn quy định tại khoản 2 Điều 70 của Bộ luật này mà các bên không đạt được thỏa thuận|640e7e2399ef4b48953cddf583f2e039
thương lượng tập thể không thành|các bên|Chưa hết thời hạn quy định tại khoản 2 Điều 70 của Bộ luật này nhưng các bên cùng xác định và tuyên bố về việc thương lượng tập thể không đạt được thỏa thuận|640e7e2399ef4b48953cddf583f2e039
thương lượng|không thành|relation of unsuccessful negotiation|6e09880497cf4f51b0c643471426ed52
thương lượng|thủ tục giải quyết tranh chấp lao động|process for resolving labor disputes|6e09880497cf4f51b0c643471426ed52
